header,date,section,url
"PLEDGE OF ALLEGIANCE; Congressional Record Vol. 166, No. 2",2020-01-06,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-2/senate-section/article/S11-5
"LEGISLATIVE AGENDA; Congressional Record Vol. 166, No. 2",2020-01-06,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-2/senate-section/article/S11-6
"RECOGNITION OF THE MAJORITY LEADER; Congressional Record Vol. 166, No. 2",2020-01-06,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-2/senate-section/article/S11-7
"IRAN; Congressional Record Vol. 166, No. 2",2020-01-06,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-2/senate-section/article/S11-8
"IMPEACHMENT; Congressional Record Vol. 166, No. 2",2020-01-06,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-2/senate-section/article/S12-1
"RESERVATION OF LEADER TIME; Congressional Record Vol. 166, No. 2",2020-01-06,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-2/senate-section/article/S12-2
"CONCLUSION OF MORNING BUSINESS; Congressional Record Vol. 166, No. 2",2020-01-06,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-2/senate-section/article/S12-3
"EXECUTIVE SESSION; Congressional Record Vol. 166, No. 2",2020-01-06,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-2/senate-section/article/S12-4
"LEGISLATIVE SESSION; Congressional Record Vol. 166, No. 2",2020-01-06,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-2/senate-section/article/S12-5
"EXECUTIVE SESSION; Congressional Record Vol. 166, No. 2",2020-01-06,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-2/senate-section/article/S13-1
"LEGISLATIVE SESSION; Congressional Record Vol. 166, No. 2",2020-01-06,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-2/senate-section/article/S13-2
"EXECUTIVE SESSION; Congressional Record Vol. 166, No. 2",2020-01-06,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-2/senate-section/article/S13-3
"LEGISLATIVE SESSION; Congressional Record Vol. 166, No. 2",2020-01-06,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-2/senate-section/article/S13-4
"EXECUTIVE SESSION; Congressional Record Vol. 166, No. 2",2020-01-06,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-2/senate-section/article/S13-5
"CERTIFICATE OF APPOINTMENT; Congressional Record Vol. 166, No. 2",2020-01-06,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-2/senate-section/article/S20-1
"ADMINISTRATION OF OATH OF OFFICE; Congressional Record Vol. 166, No. 2",2020-01-06,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-2/senate-section/article/S21-1
"EXECUTIVE SESSION--Continued; Congressional Record Vol. 166, No. 2",2020-01-06,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-2/senate-section/article/S21-2
"UNITED STATES-MEXICO-CANADA TRADE AGREEMENT; Congressional Record Vol. 166, No. 2",2020-01-06,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-2/senate-section/article/S22-1
"LEGISLATIVE SESSION; Congressional Record Vol. 166, No. 2",2020-01-06,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-2/senate-section/article/S23-1
"ADDITIONAL STATEMENTS; Congressional Record Vol. 166, No. 2",2020-01-06,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-2/senate-section/article/S23-2
"RECOGNIZING ALL AMERICAN BEEF BATTALION; Congressional Record Vol. 166, No. 2",2020-01-06,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-2/senate-section/article/S23-3
"MESSAGES FROM THE PRESIDENT; Congressional Record Vol. 166, No. 2",2020-01-06,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-2/senate-section/article/S23-4
"EXECUTIVE MESSAGES REFERRED; Congressional Record Vol. 166, No. 2",2020-01-06,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-2/senate-section/article/S23-5
"EXECUTIVE AND OTHER COMMUNICATIONS; Congressional Record Vol. 166, No. 2",2020-01-06,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-2/senate-section/article/S24-1
"REPORTS OF COMMITTEES; Congressional Record Vol. 166, No. 2",2020-01-06,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-2/senate-section/article/S24-2
"INTRODUCTION OF BILLS AND JOINT RESOLUTIONS; Congressional Record Vol. 166, No. 2",2020-01-06,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-2/senate-section/article/S24-3
"SUBMISSION OF CONCURRENT AND SENATE RESOLUTIONS; Congressional Record Vol. 166, No. 2",2020-01-06,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-2/senate-section/article/S24-4
"ADDITIONAL COSPONSORS; Congressional Record Vol. 166, No. 2",2020-01-06,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-2/senate-section/article/S24-5
"STATEMENTS ON INTRODUCED BILLS AND JOINT RESOLUTION; Congressional Record Vol. 166, No. 2",2020-01-06,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-2/senate-section/article/S25-1
"SUBMITTED RESOLUTIONS; Congressional Record Vol. 166, No. 2",2020-01-06,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-2/senate-section/article/S25-2
"RELEASING A FEDERAL REVERSIONARY INTEREST IN CHESTER COUNTY, TENNESSEE; Congressional Record Vol. 166, No. 2",2020-01-06,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-2/senate-section/article/S26-1
"CONSTITUTING THE MAJORITY PARTY'S MEMBERSHIP ON CERTAIN COMMITTEES FOR THE ONE HUNDRED SIXTEENTH CONGRESS, OR UNTIL THEIR SUCCESSORS ARE CHOSEN; Congressional Record Vol. 166, No. 2",2020-01-06,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-2/senate-section/article/S27-1
"ORDERS FOR TUESDAY, JANUARY 7, 2020; Congressional Record Vol. 166, No. 2",2020-01-06,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-2/senate-section/article/S27-2
"ADJOURNMENT UNTIL 10 A.M. TOMORROW; Congressional Record Vol. 166, No. 2",2020-01-06,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-2/senate-section/article/S27-3
"NOMINATIONS; Congressional Record Vol. 166, No. 2",2020-01-06,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-2/senate-section/article/S27-4
"DISCHARGED NOMINATION; Congressional Record Vol. 166, No. 2",2020-01-06,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-2/senate-section/article/S29-1
"Senate; Congressional Record Vol. 166, No. 3",2020-01-07,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-3/senate-section/article/S31-1
"PRAYER; Congressional Record Vol. 166, No. 3",2020-01-07,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-3/senate-section/article/S31-2
"PLEDGE OF ALLEGIANCE; Congressional Record Vol. 166, No. 3",2020-01-07,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-3/senate-section/article/S31-3
"APPOINTMENT OF ACTING PRESIDENT PRO TEMPORE; Congressional Record Vol. 166, No. 3",2020-01-07,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-3/senate-section/article/S31-4
"RECOGNITION OF THE MAJORITY LEADER; Congressional Record Vol. 166, No. 3",2020-01-07,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-3/senate-section/article/S31-5
"IRAN; Congressional Record Vol. 166, No. 3",2020-01-07,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-3/senate-section/article/S31-6
"IMPEACHMENT; Congressional Record Vol. 166, No. 3",2020-01-07,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-3/senate-section/article/S32-1
"RESERVATION OF LEADER TIME; Congressional Record Vol. 166, No. 3",2020-01-07,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-3/senate-section/article/S32-2
"CONCLUSION OF MORNING BUSINESS; Congressional Record Vol. 166, No. 3",2020-01-07,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-3/senate-section/article/S32-3
"EXECUTIVE SESSION; Congressional Record Vol. 166, No. 3",2020-01-07,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-3/senate-section/article/S32-4
"RECESS; Congressional Record Vol. 166, No. 3",2020-01-07,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-3/senate-section/article/S42-1
"EXECUTIVE CALENDAR--Continued; Congressional Record Vol. 166, No. 3",2020-01-07,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-3/senate-section/article/S42-2
"UNANIMOUS CONSENT REQUEST--S. CON. RES. 32; Congressional Record Vol. 166, No. 3",2020-01-07,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-3/senate-section/article/S47-1
"LEGISLATIVE SESSION; Congressional Record Vol. 166, No. 3",2020-01-07,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-3/senate-section/article/S53-1
"EXECUTIVE SESSION; Congressional Record Vol. 166, No. 3",2020-01-07,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-3/senate-section/article/S53-2
"LEGISLATIVE SESSION; Congressional Record Vol. 166, No. 3",2020-01-07,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-3/senate-section/article/S53-3
"VOTE EXPLANATION; Congressional Record Vol. 166, No. 3",2020-01-07,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-3/senate-section/article/S53-4
"RMEMBERING DAVID BLEE; Congressional Record Vol. 166, No. 3",2020-01-07,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-3/senate-section/article/S54-1
"RECOGNIZING THE USS ``PITTSBURGH''; Congressional Record Vol. 166, No. 3",2020-01-07,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-3/senate-section/article/S54-2
"ADDITIONAL STATEMENTS; Congressional Record Vol. 166, No. 3",2020-01-07,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-3/senate-section/article/S54-3
"RECOGNIZING POCATELLO ELECTRIC; Congressional Record Vol. 166, No. 3",2020-01-07,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-3/senate-section/article/S55-1
"RECOGNIZING DELICATE PERIODONTICS AND IMPLANT DENTISTRY; Congressional Record Vol. 166, No. 3",2020-01-07,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-3/senate-section/article/S55-2
"EXECUTIVE AND OTHER COMMUNICATIONS; Congressional Record Vol. 166, No. 3",2020-01-07,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-3/senate-section/article/S55-3
"PETITIONS AND MEMORIALS; Congressional Record Vol. 166, No. 3",2020-01-07,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-3/senate-section/article/S58-1
"REPORTS OF COMMITTEES; Congressional Record Vol. 166, No. 3",2020-01-07,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-3/senate-section/article/S58-2
"INTRODUCTION OF BILLS AND JOINT RESOLUTIONS; Congressional Record Vol. 166, No. 3",2020-01-07,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-3/senate-section/article/S58-3
"SUBMISSION OF CONCURRENT AND SENATE RESOLUTIONS; Congressional Record Vol. 166, No. 3",2020-01-07,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-3/senate-section/article/S58-4
"ADDITIONAL COSPONSORS; Congressional Record Vol. 166, No. 3",2020-01-07,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-3/senate-section/article/S58-5
"SUBMITTED RESOLUTIONS; Congressional Record Vol. 166, No. 3",2020-01-07,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-3/senate-section/article/S59-1
"AUTHORITY FOR COMMITTEES TO MEET; Congressional Record Vol. 166, No. 3",2020-01-07,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-3/senate-section/article/S59-2
"PRIVILEGES OF THE FLOOR; Congressional Record Vol. 166, No. 3",2020-01-07,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-3/senate-section/article/S59-3
"ORDERS FOR WEDNESDAY, JANUARY 8, 2020; Congressional Record Vol. 166, No. 3",2020-01-07,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-3/senate-section/article/S60-1
"ORDER FOR ADJOURNMENT; Congressional Record Vol. 166, No. 3",2020-01-07,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-3/senate-section/article/S60-2
"UNITED STATES-MEXICO-CANADA TRADE AGREEMENT; Congressional Record Vol. 166, No. 3",2020-01-07,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-3/senate-section/article/S60-3
"ADJOURNMENT UNTIL 10 A.M. TOMORROW; Congressional Record Vol. 166, No. 3",2020-01-07,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-3/senate-section/article/S61-1
"DISCHARGED NOMINATION; Congressional Record Vol. 166, No. 3",2020-01-07,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-3/senate-section/article/S61-2
"CONFIRMATION; Congressional Record Vol. 166, No. 3",2020-01-07,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-3/senate-section/article/S61-3
"Senate; Congressional Record Vol. 166, No. 4",2020-01-08,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-4/senate-section/article/S63-1
"PRAYER; Congressional Record Vol. 166, No. 4",2020-01-08,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-4/senate-section/article/S63-2
"PLEDGE OF ALLEGIANCE; Congressional Record Vol. 166, No. 4",2020-01-08,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-4/senate-section/article/S63-3
"FEDERALIST 62; Congressional Record Vol. 166, No. 4",2020-01-08,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-4/senate-section/article/S63-4
"RECOGNITION OF THE MAJORITY LEADER; Congressional Record Vol. 166, No. 4",2020-01-08,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-4/senate-section/article/S63-5
"IRAN; Congressional Record Vol. 166, No. 4",2020-01-08,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-4/senate-section/article/S63-6
"IMPEACHMENT; Congressional Record Vol. 166, No. 4",2020-01-08,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-4/senate-section/article/S64-1
"RESERVATION OF LEADER TIME; Congressional Record Vol. 166, No. 4",2020-01-08,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-4/senate-section/article/S64-2
"CONCLUSION OF MORNING BUSINESS; Congressional Record Vol. 166, No. 4",2020-01-08,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-4/senate-section/article/S64-3
"EXECUTIVE SESSION; Congressional Record Vol. 166, No. 4",2020-01-08,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-4/senate-section/article/S64-4
"CLOTURE MOTION; Congressional Record Vol. 166, No. 4",2020-01-08,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-4/senate-section/article/S69-1
"CLOTURE MOTION; Congressional Record Vol. 166, No. 4",2020-01-08,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-4/senate-section/article/S69-2
"EXECUTIVE CALENDAR; Congressional Record Vol. 166, No. 4",2020-01-08,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-4/senate-section/article/S70-1
"MEASURE REFERRED--S. 3155; Congressional Record Vol. 166, No. 4",2020-01-08,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-4/senate-section/article/S75-1
"LEGISLATIVE SESSION; Congressional Record Vol. 166, No. 4",2020-01-08,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-4/senate-section/article/S75-2
"CONGRATULATING THE PEOPLE OF THE CZECH REPUBLIC AND THE PEOPLE OF THE SLOVAK REPUBLIC ON THE 30TH ANNIVERSARY OF THE VELVET REVOLUTION, THE 26TH ANNIVERSARY OF THE FORMATION OF THE CZECH REPUBLIC...; Congressional Record Vol. 166, No. 4",2020-01-08,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-4/senate-section/article/S76-1
"CELEBRATING THE 30TH ANNIVERSARY OF THE FALL OF THE BERLIN WALL, THE REUNIFICATION OF BOTH GERMANY AND EUROPE, AND THE SPREAD OF DEMOCRACY AROUND THE WORLD; Congressional Record Vol. 166, No. 4",2020-01-08,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-4/senate-section/article/S76-2
"EXPRESSING SERIOUS CONCERN ABOUT WIDESPREAD IRREGULARITIES IN BOLIVIA'S OCTOBER 20, 2019, GENERAL ELECTIONS AND SUPPORTING THE CONVENING OF NEW ELECTIONS IN BOLIVIA AT THE EARLIEST POSSIBLE DATE; Congressional Record Vol. 166, No. 4",2020-01-08,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-4/senate-section/article/S77-1
"CONDEMNING THE GOVERNMENT OF THE PHILIPPINES FOR ITS CONTINUED DETENTION OF SENATOR LEILA DE LIMA, CALLING FOR HER IMMEDIATE RELEASE; Congressional Record Vol. 166, No. 4",2020-01-08,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-4/senate-section/article/S79-1
"EXPRESSING THE IMPORTANCE OF THE UNITED STATES ALLIANCE WITH THE REPUBLIC OF KOREA AND THE CONTRIBUTIONS OF KOREAN AMERICANS IN THE UNITED STATES; Congressional Record Vol. 166, No. 4",2020-01-08,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-4/senate-section/article/S80-1
"RECOGNIZING THE 40TH ANNIVERSARY OF THE IRAN HOSTAGE CRISIS; Congressional Record Vol. 166, No. 4",2020-01-08,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-4/senate-section/article/S80-2
"PREVENTING ILLEGAL RADIO ABUSE THROUGH ENFORCEMENT ACT; Congressional Record Vol. 166, No. 4",2020-01-08,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-4/senate-section/article/S81-1
"DEVELOPING INNOVATION AND GROWING THE INTERNET OF THINGS ACT; Congressional Record Vol. 166, No. 4",2020-01-08,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-4/senate-section/article/S81-2
"PREVENTING ILLEGAL RADIO ABUSE THROUGH ENFORCEMENT ACT; Congressional Record Vol. 166, No. 4",2020-01-08,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-4/senate-section/article/S84-1
"RECESS; Congressional Record Vol. 166, No. 4",2020-01-08,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-4/senate-section/article/S84-2
"EXECUTIVE SESSION; Congressional Record Vol. 166, No. 4",2020-01-08,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-4/senate-section/article/S84-3
"EXECUTIVE CALENDAR; Congressional Record Vol. 166, No. 4",2020-01-08,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-4/senate-section/article/S88-1
"EXECUTIVE CALENDAR; Congressional Record Vol. 166, No. 4",2020-01-08,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-4/senate-section/article/S88-2
"LEGISLATIVE SESSION; Congressional Record Vol. 166, No. 4",2020-01-08,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-4/senate-section/article/S89-1
"REMEMBERING KAY HAGAN; Congressional Record Vol. 166, No. 4",2020-01-08,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-4/senate-section/article/S89-2
"REMEMBERING CORPORAL FRED B. McGEE; Congressional Record Vol. 166, No. 4",2020-01-08,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-4/senate-section/article/S89-3
"TRIBUTE TO WILLIAM MOEN, JR.; Congressional Record Vol. 166, No. 4",2020-01-08,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-4/senate-section/article/S89-4
"ADDITIONAL STATEMENTS; Congressional Record Vol. 166, No. 4",2020-01-08,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-4/senate-section/article/S89-5
"TRIBUTE TO DANA BENNETT; Congressional Record Vol. 166, No. 4",2020-01-08,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-4/senate-section/article/S90-1
"TRIBUTE TO JIM BYRUM; Congressional Record Vol. 166, No. 4",2020-01-08,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-4/senate-section/article/S90-2
"TRIBUTE TO WICK SLOANE; Congressional Record Vol. 166, No. 4",2020-01-08,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-4/senate-section/article/S90-3
"MESSAGE FROM THE HOUSE; Congressional Record Vol. 166, No. 4",2020-01-08,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-4/senate-section/article/S91-1
"EXECUTIVE AND OTHER COMMUNICATIONS; Congressional Record Vol. 166, No. 4",2020-01-08,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-4/senate-section/article/S91-2
"REPORTS OF COMMITTEES; Congressional Record Vol. 166, No. 4",2020-01-08,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-4/senate-section/article/S93-1
"INTRODUCTION OF BILLS AND JOINT RESOLUTIONS; Congressional Record Vol. 166, No. 4",2020-01-08,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-4/senate-section/article/S93-2
"SUBMISSION OF CONCURRENT AND SENATE RESOLUTIONS; Congressional Record Vol. 166, No. 4",2020-01-08,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-4/senate-section/article/S93-3
"ADDITIONAL COSPONSORS; Congressional Record Vol. 166, No. 4",2020-01-08,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-4/senate-section/article/S94-1
"STATEMENTS ON INTRODUCED BILLS AND JOINT RESOLUTION; Congressional Record Vol. 166, No. 4",2020-01-08,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-4/senate-section/article/S95-1
"SUBMITTED RESOLUTIONS; Congressional Record Vol. 166, No. 4",2020-01-08,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-4/senate-section/article/S96-1
"AUTHORITY FOR COMMITTEES TO MEET; Congressional Record Vol. 166, No. 4",2020-01-08,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-4/senate-section/article/S97-1
"PRIVILEGES OF THE FLOOR; Congressional Record Vol. 166, No. 4",2020-01-08,senate-section,https://www.congress.gov/congressional-record/volume-166/issue-4/senate-section/article/S97-2
