header,date,section,url
"Senate; Congressional Record Vol. 169, No. 214",2024-01-02,senate-section,https://www.congress.gov/congressional-record/volume-169/issue-214/senate-section/article/S6087-1
"APPOINTMENT OF ACTING PRESIDENT PRO TEMPORE; Congressional Record Vol. 169, No. 214",2024-01-02,senate-section,https://www.congress.gov/congressional-record/volume-169/issue-214/senate-section/article/S6087-2
"ADJOURNMENT UNTIL WEDNESDAY, JANUARY 3, 2024; Congressional Record Vol. 169, No. 214",2024-01-02,senate-section,https://www.congress.gov/congressional-record/volume-169/issue-214/senate-section/article/S6087-3
"Senate; Congressional Record Vol. 170, No. 1",2024-01-03,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-1/senate-section/article/S1-8
"APPOINTMENT OF ACTING PRESIDENT PRO TEMPORE; Congressional Record Vol. 170, No. 1",2024-01-03,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-1/senate-section/article/S1-9
"NOMINATIONS RETURNED TO THE PRESIDENT; Congressional Record Vol. 170, No. 1",2024-01-03,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-1/senate-section/article/S1-10
"ADJOURNMENT UNTIL FRIDAY, JANUARY 5, 2024, AT 10 A.M.; Congressional Record Vol. 170, No. 1",2024-01-03,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-1/senate-section/article/S2-1
"Senate; Congressional Record Vol. 170, No. 2",2024-01-05,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-2/senate-section/article/S3-9
"APPOINTMENT OF ACTING PRESIDENT PRO TEMPORE; Congressional Record Vol. 170, No. 2",2024-01-05,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-2/senate-section/article/S3-10
"ADJOURNMENT UNTIL MONDAY, JANUARY 8, 2024, AT 3 P.M.; Congressional Record Vol. 170, No. 2",2024-01-05,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-2/senate-section/article/S3-11
"House of Representatives; Congressional Record Vol. 170, No. 3",2024-01-08,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-3/senate-section/article/S5-2
"Senate; Congressional Record Vol. 170, No. 3",2024-01-08,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-3/senate-section/article/S5-3
"PRAYER; Congressional Record Vol. 170, No. 3",2024-01-08,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-3/senate-section/article/S5-4
"PLEDGE OF ALLEGIANCE; Congressional Record Vol. 170, No. 3",2024-01-08,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-3/senate-section/article/S5-5
"APPOINTMENT OF ACTING PRESIDENT PRO TEMPORE; Congressional Record Vol. 170, No. 3",2024-01-08,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-3/senate-section/article/S5-6
"RESERVATION OF LEADER TIME; Congressional Record Vol. 170, No. 3",2024-01-08,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-3/senate-section/article/S5-7
"CONCLUSION OF MORNING BUSINESS; Congressional Record Vol. 170, No. 3",2024-01-08,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-3/senate-section/article/S5-8
"EXECUTIVE CALENDAR (Executive Session); Congressional Record Vol. 170, No. 3",2024-01-08,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-3/senate-section/article/S5-9
"Recognition of the Majority Leader (Executive Session); Congressional Record Vol. 170, No. 3",2024-01-08,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-3/senate-section/article/S5-10
"National Security (Executive Session); Congressional Record Vol. 170, No. 3",2024-01-08,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-3/senate-section/article/S6-1
"Anniversary of January 6, 2021 (Executive Session); Congressional Record Vol. 170, No. 3",2024-01-08,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-3/senate-section/article/S6-2
"Recognition of the Minority Leader (Executive Session); Congressional Record Vol. 170, No. 3",2024-01-08,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-3/senate-section/article/S7-1
"Business Before the Senate (Executive Session); Congressional Record Vol. 170, No. 3",2024-01-08,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-3/senate-section/article/S7-2
"Immigration (Executive Session); Congressional Record Vol. 170, No. 3",2024-01-08,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-3/senate-section/article/S7-3
"Remembering Herb Kohl (Executive Session); Congressional Record Vol. 170, No. 3",2024-01-08,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-3/senate-section/article/S8-1
"Business Before the Senate (Executive Session); Congressional Record Vol. 170, No. 3",2024-01-08,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-3/senate-section/article/S11-1
"Cloture Motion (Executive Session); Congressional Record Vol. 170, No. 3",2024-01-08,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-3/senate-section/article/S13-1
"LEGISLATIVE SESSION; Congressional Record Vol. 170, No. 3",2024-01-08,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-3/senate-section/article/S14-1
"ADDITIONAL STATEMENTS; Congressional Record Vol. 170, No. 3",2024-01-08,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-3/senate-section/article/S14-2
"RECOGNIZING THE JACKSONVILLE-ONSLOW CHAMBER OF COMMERCE; Congressional Record Vol. 170, No. 3",2024-01-08,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-3/senate-section/article/S14-3
"RECOGNIZING AERO RACE WHEELS; Congressional Record Vol. 170, No. 3",2024-01-08,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-3/senate-section/article/S14-4
"RECOGNIZING FAMILY FOODS; Congressional Record Vol. 170, No. 3",2024-01-08,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-3/senate-section/article/S14-5
"RECOGNIZING TILLIES QUILTS; Congressional Record Vol. 170, No. 3",2024-01-08,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-3/senate-section/article/S15-1
"MESSAGES FROM THE PRESIDENT; Congressional Record Vol. 170, No. 3",2024-01-08,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-3/senate-section/article/S15-2
"EXECUTIVE MESSAGES REFERRED; Congressional Record Vol. 170, No. 3",2024-01-08,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-3/senate-section/article/S15-3
"MESSAGE FROM THE HOUSE RECEIVED DURING ADJOURNMENT; Congressional Record Vol. 170, No. 3",2024-01-08,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-3/senate-section/article/S15-4
"EXECUTIVE AND OTHER COMMUNICATIONS; Congressional Record Vol. 170, No. 3",2024-01-08,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-3/senate-section/article/S15-5
"INTRODUCTION OF BILLS AND JOINT RESOLUTIONS; Congressional Record Vol. 170, No. 3",2024-01-08,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-3/senate-section/article/S16-1
"ADDITIONAL COSPONSORS; Congressional Record Vol. 170, No. 3",2024-01-08,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-3/senate-section/article/S16-2
"PRIVILEGES OF THE FLOOR; Congressional Record Vol. 170, No. 3",2024-01-08,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-3/senate-section/article/S17-1
"ORDERS FOR TUESDAY, JANUARY 9, 2024; Congressional Record Vol. 170, No. 3",2024-01-08,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-3/senate-section/article/S17-2
"ADJOURNMENT UNTIL 10 A.M. TOMORROW; Congressional Record Vol. 170, No. 3",2024-01-08,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-3/senate-section/article/S17-3
"NOMINATIONS; Congressional Record Vol. 170, No. 3",2024-01-08,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-3/senate-section/article/S17-4
"Senate; Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S23-1
"PRAYER; Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S23-2
"PLEDGE OF ALLEGIANCE; Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S23-3
"APPOINTMENT OF ACTING PRESIDENT PRO TEMPORE; Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S23-4
"RESERVATION OF LEADER TIME; Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S23-5
"CONCLUSION OF MORNING BUSINESS; Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S23-6
"EXECUTIVE CALENDAR (Executive Session); Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S23-7
"Recognition of the Majority Leader (Executive Session); Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S23-8
"Business Before the Senate (Executive Session); Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S23-9
"Recognition of the Minority Leader (Executive Session); Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S24-1
"Israel (Executive Session); Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S24-2
"Energy Regulations (Executive Session); Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S25-1
"Ukraine (Executive Session); Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S25-2
"Political Prisoners (Executive Session); Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S25-3
"Border Security (Executive Session); Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S26-1
"U.S. Attorney's Office Investigations (Executive Session); Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S27-1
"Unanimous Consent Agreement (Executive Session); Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S29-1
"Nuclear Energy (Executive Session); Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S30-1
"Nomination of John A. Kazen (Executive Session); Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S31-1
"Vote on Kazen Nomination (Executive Session); Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S31-2
"RECESS; Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S32-1
"EXECUTIVE CALENDAR--(Continued); Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S32-2
"EXECUTIVE CALENDAR; Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S32-3
"Honoring Sergeant Philip Dale Nix (Executive Calendar); Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S32-4
"Law Enforcement (Executive Calendar); Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S32-5
"Supplemental Funding (Executive Calendar); Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S32-6
"Remembering Ed Smith (Executive Calendar); Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S34-1
"Order of Procedure (Executive Calendar); Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S35-1
"EXECUTIVE CALENDAR; Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S35-2
"Sex Trafficking (Executive Calendar); Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S35-3
"Biden Administration (Executive Calendar); Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S37-1
"Congratulating the Michigan Wolverines (Executive Calendar); Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S37-2
"Unanimous Consent Request--S. Res. 169 (Executive Calendar); Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S37-3
"LEGISLATIVE SESSION; Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S42-1
"EXECUTIVE CALENDAR (Executive Session); Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S42-2
"Cloture Motion (Executive Session); Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S42-3
"LEGISLATIVE SESSION; Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S43-1
"ADDITIONAL STATEMENTS; Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S43-2
"RECOGNIZING GRANNY'S IOWA MARKET; Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S43-3
"TRIBUTE TO PAUL MICHAEL EDWARDS; Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S43-4
"TRIBUTE TO JENNY PERMETTER; Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S43-5
"TRIBUTE TO CAPTAIN MAGGIE AMADEI; Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S43-6
"REMEMBERING WILLIAM T. ""BILL"" MAUGHLIN JR.; Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S44-1
"MESSAGE FROM THE HOUSE; Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S44-2
"EXECUTIVE AND OTHER COMMUNICATIONS; Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S44-3
"PETITIONS AND MEMORIALS; Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S46-1
"REPORTS OF COMMITTEES; Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S47-1
"INTRODUCTION OF BILLS AND JOINT RESOLUTIONS; Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S47-2
"ADDITIONAL COSPONSORS; Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S48-1
"STATEMENTS ON INTRODUCED BILLS AND JOINT RESOLUTIONS; Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S49-1
"Introductory Statement on S. 3564; Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S49-2
"AUTHORITY FOR COMMITTEES TO MEET; Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S49-3
"ORDERS FOR WEDNESDAY, JANUARY 10, 2024; Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S49-4
"ADJOURNMENT UNTIL 10 A.M. TOMORROW; Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S50-1
"CONFIRMATION; Congressional Record Vol. 170, No. 4",2024-01-09,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-4/senate-section/article/S50-2
"Senate; Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S51-1
"PRAYER; Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S51-2
"PLEDGE OF ALLEGIANCE; Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S51-3
"APPOINTMENT OF ACTING PRESIDENT PRO TEMPORE; Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S51-4
"RESERVATION OF LEADER TIME; Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S51-5
"CONCLUSION OF MORNING BUSINESS; Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S51-6
"EXECUTIVE CALENDAR (Executive Session); Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S51-7
"Recognition of the Minority Leader (Executive Session); Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S51-8
"Ukraine (Executive Session); Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S51-9
"University Presidents (Executive Session); Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S52-1
"Food and Drug Administration (Executive Session); Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S52-2
"Recognition of the Majority Leader (Executive Session); Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S54-1
"Government Funding (Executive Session); Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S54-2
"Ukraine (Executive Session); Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S54-3
"Border Security (Executive Session); Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S55-1
"Order of Business (Executive Session); Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S56-1
"Nomination of S. Kato Crews (Executive Session); Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S56-2
"Secretary of Defense Lloyd J. Austin (Executive Session); Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S57-1
"CLOTURE MOTION; Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S57-2
"EXECUTIVE CALENDAR; Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S58-1
"Order of Procedure (Executive Calendar); Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S58-2
"Border Security (Executive Calendar); Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S58-3
"Israel (Executive Calendar); Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S61-1
"Border Security (Executive Calendar); Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S61-2
"S.J. Res. 32 (Executive Calendar); Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S65-1
"Nomination of S. Kato Crews (Executive Calendar); Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S66-1
"Vote on Crews Nomination (Executive Calendar); Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S66-2
"LEGISLATIVE SESSION; Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S66-3
"EXECUTIVE SESSION (Executive Calendar); Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S67-1
"Israel (Executive Calendar); Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S67-2
"Cloture Motion Withdrawn (Executive Calendar); Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S68-1
"LEGISLATIVE SESSION; Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S69-1
"VOTE EXPLANATION; Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S69-2
"ARMS SALES NOTIFICATION; Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S69-3
"ARMS SALES NOTIFICATION; Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S69-4
"ARMS SALES NOTIFICATION; Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S70-1
"REMEMBERING HERB KOHL; Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S71-1
"ADDITIONAL STATEMENTS; Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S71-2
"MESSAGES FROM THE PRESIDENT; Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S71-3
"EXECUTIVE MESSAGES REFERRED; Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S71-4
"MESSAGE FROM THE HOUSE; Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S71-5
"EXECUTIVE AND OTHER COMMUNICATIONS; Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S71-6
"PETITIONS AND MEMORIALS; Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S72-1
"INTRODUCTION OF BILLS AND JOINT RESOLUTIONS; Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S73-1
"SUBMISSION OF CONCURRENT AND SENATE RESOLUTIONS; Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S74-1
"ADDITIONAL COSPONSORS; Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S74-2
"STATEMENTS ON INTRODUCED BILLS AND JOINT RESOLUTIONS; Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S75-1
"Introductory Statement on S. 3568; Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S75-2
"SUBMITTED RESOLUTIONS; Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S75-3
"AUTHORITY FOR COMMITTEES TO MEET; Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S76-1
"ORDERS FOR THURSDAY, JANUARY 11, 2024; Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S76-2
"ADJOURNMENT UNTIL 10 A.M. TOMORROW; Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S76-3
"NOMINATIONS; Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S76-4
"CONFIRMATION; Congressional Record Vol. 170, No. 5",2024-01-10,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-5/senate-section/article/S77-1
"Senate; Congressional Record Vol. 170, No. 6",2024-01-11,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-6/senate-section/article/S79-1
"PRAYER; Congressional Record Vol. 170, No. 6",2024-01-11,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-6/senate-section/article/S79-2
"PLEDGE OF ALLEGIANCE; Congressional Record Vol. 170, No. 6",2024-01-11,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-6/senate-section/article/S79-3
"APPOINTMENT OF ACTING PRESIDENT PRO TEMPORE; Congressional Record Vol. 170, No. 6",2024-01-11,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-6/senate-section/article/S79-4
"RESERVATION OF LEADER TIME; Congressional Record Vol. 170, No. 6",2024-01-11,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-6/senate-section/article/S79-5
"CONCLUSION OF MORNING BUSINESS; Congressional Record Vol. 170, No. 6",2024-01-11,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-6/senate-section/article/S79-6
"EXECUTIVE CALENDAR (Executive Session); Congressional Record Vol. 170, No. 6",2024-01-11,senate-section,https://www.congress.gov/congressional-record/volume-170/issue-6/senate-section/article/S79-7
