header,date,section,url
"150TH ANNIVERSARY OF AUBURN, MAINE; Congressional Record Vol. 165, No. 3",2019-01-08,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-3/senate-section/article/S64-1
"TRIBUTE TO MIKE DAVIS; Congressional Record Vol. 165, No. 3",2019-01-08,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-3/senate-section/article/S64-2
"ADDITIONAL STATEMENTS; Congressional Record Vol. 165, No. 3",2019-01-08,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-3/senate-section/article/S65-1
"MEASURES PLACED ON THE CALENDAR; Congressional Record Vol. 165, No. 3",2019-01-08,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-3/senate-section/article/S66-1
"MEASURES READ THE FIRST TIME; Congressional Record Vol. 165, No. 3",2019-01-08,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-3/senate-section/article/S66-2
"EXECUTIVE AND OTHER COMMUNICATIONS; Congressional Record Vol. 165, No. 3",2019-01-08,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-3/senate-section/article/S66-3
"INTRODUCTION OF BILLS AND JOINT RESOLUTIONS; Congressional Record Vol. 165, No. 3",2019-01-08,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-3/senate-section/article/S67-1
"SUBMISSION OF CONCURRENT AND SENATE RESOLUTIONS; Congressional Record Vol. 165, No. 3",2019-01-08,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-3/senate-section/article/S68-1
"ADDITIONAL COSPONSORS; Congressional Record Vol. 165, No. 3",2019-01-08,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-3/senate-section/article/S68-2
"STATEMENTS ON INTRODUCED BILLS AND JOINT RESOLUTIONS; Congressional Record Vol. 165, No. 3",2019-01-08,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-3/senate-section/article/S68-3
"SUBMITTED RESOLUTIONS; Congressional Record Vol. 165, No. 3",2019-01-08,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-3/senate-section/article/S70-1
"SENATE RESOLUTION 11--HONORING THE 150TH ANNIVERSARY OF FORT SILL IN LAWTON, OKLAHOMA; Congressional Record Vol. 165, No. 3",2019-01-08,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-3/senate-section/article/S70-2
"MEASURE READ THE FIRST TIME--S. 47; Congressional Record Vol. 165, No. 3",2019-01-08,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-3/senate-section/article/S72-1
"ORDERS FOR WEDNESDAY, JANUARY 9, 2019; Congressional Record Vol. 165, No. 3",2019-01-08,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-3/senate-section/article/S72-2
"ORDER FOR ADJOURNMENT; Congressional Record Vol. 165, No. 3",2019-01-08,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-3/senate-section/article/S72-3
"GOVERNMENT FUNDING; Congressional Record Vol. 165, No. 3",2019-01-08,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-3/senate-section/article/S72-4
"ADJOURNMENT UNTIL 10 A.M. TOMORROW; Congressional Record Vol. 165, No. 3",2019-01-08,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-3/senate-section/article/S76-1
"Senate; Congressional Record Vol. 165, No. 4",2019-01-09,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-4/senate-section/article/S77-1
"PRAYER; Congressional Record Vol. 165, No. 4",2019-01-09,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-4/senate-section/article/S77-2
"PLEDGE OF ALLEGIANCE; Congressional Record Vol. 165, No. 4",2019-01-09,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-4/senate-section/article/S77-3
"RECOGNITION OF THE MAJORITY LEADER; Congressional Record Vol. 165, No. 4",2019-01-09,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-4/senate-section/article/S77-4
"MEASURE PLACED ON THE CALENDAR--S. 47; Congressional Record Vol. 165, No. 4",2019-01-09,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-4/senate-section/article/S77-5
"BORDER SECURITY; Congressional Record Vol. 165, No. 4",2019-01-09,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-4/senate-section/article/S77-6
"THE MIDDLE EAST; Congressional Record Vol. 165, No. 4",2019-01-09,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-4/senate-section/article/S78-1
"RECOGNITION OF THE MINORITY LEADER; Congressional Record Vol. 165, No. 4",2019-01-09,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-4/senate-section/article/S78-2
"GOVERNMENT FUNDING; Congressional Record Vol. 165, No. 4",2019-01-09,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-4/senate-section/article/S78-3
"DEPUTY ATTORNEY GENERAL ROD ROSENSTEIN; Congressional Record Vol. 165, No. 4",2019-01-09,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-4/senate-section/article/S79-1
"RESERVATION OF LEADER TIME; Congressional Record Vol. 165, No. 4",2019-01-09,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-4/senate-section/article/S79-2
"CONCLUSION OF MORNING BUSINESS; Congressional Record Vol. 165, No. 4",2019-01-09,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-4/senate-section/article/S79-3
"STRENGTHENING AMERICA'S SECURITY IN THE MIDDLE EAST ACT OF 2019--Motion to Proceed; Congressional Record Vol. 165, No. 4",2019-01-09,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-4/senate-section/article/S79-4
"RECESS; Congressional Record Vol. 165, No. 4",2019-01-09,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-4/senate-section/article/S87-1
"CONSTITUTING THE MAJORITY PARTY'S MEMBERSHIP ON CERTAIN COMMITTEES FOR THE ONE HUNDRED SIXTEENTH CONGRESS; Congressional Record Vol. 165, No. 4",2019-01-09,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-4/senate-section/article/S87-2
"CONSTITUTING THE MINORITY PARTY'S MEMBERSHIP ON CERTAIN COMMITTEES FOR THE ONE HUNDRED SIXTEENTH CONGRESS; Congressional Record Vol. 165, No. 4",2019-01-09,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-4/senate-section/article/S87-3
"STRENGTHENING AMERICA'S SECURITY IN THE MIDDLE EAST ACT OF 2019--Motion to Proceed--Continued; Congressional Record Vol. 165, No. 4",2019-01-09,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-4/senate-section/article/S87-4
"MORNING BUSINESS; Congressional Record Vol. 165, No. 4",2019-01-09,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-4/senate-section/article/S99-1
"``ENOURA MARU'' ANNIVERSARY; Congressional Record Vol. 165, No. 4",2019-01-09,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-4/senate-section/article/S99-2
"ADDITIONAL STATEMENTS; Congressional Record Vol. 165, No. 4",2019-01-09,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-4/senate-section/article/S99-3
"TRIBUTE TO URBAN RAHOI; Congressional Record Vol. 165, No. 4",2019-01-09,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-4/senate-section/article/S100-1
"MESSAGES FROM THE PRESIDENT; Congressional Record Vol. 165, No. 4",2019-01-09,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-4/senate-section/article/S100-2
"EXECUTIVE MESSAGES REFERRED; Congressional Record Vol. 165, No. 4",2019-01-09,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-4/senate-section/article/S100-3
"MESSAGES FROM THE HOUSE; Congressional Record Vol. 165, No. 4",2019-01-09,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-4/senate-section/article/S100-4
"MEASURES REFERRED; Congressional Record Vol. 165, No. 4",2019-01-09,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-4/senate-section/article/S100-5
"MEASURES PLACED ON THE CALENDAR; Congressional Record Vol. 165, No. 4",2019-01-09,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-4/senate-section/article/S101-1
"MEASURES READ THE FIRST TIME; Congressional Record Vol. 165, No. 4",2019-01-09,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-4/senate-section/article/S101-2
"EXECUTIVE AND OTHER COMMUNICATIONS; Congressional Record Vol. 165, No. 4",2019-01-09,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-4/senate-section/article/S101-3
"PETITIONS AND MEMORIALS; Congressional Record Vol. 165, No. 4",2019-01-09,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-4/senate-section/article/S102-1
"INTRODUCTION OF BILLS AND JOINT RESOLUTIONS; Congressional Record Vol. 165, No. 4",2019-01-09,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-4/senate-section/article/S103-1
"SUBMISSION OF CONCURRENT AND SENATE RESOLUTIONS; Congressional Record Vol. 165, No. 4",2019-01-09,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-4/senate-section/article/S103-2
"ADDITIONAL COSPONSORS; Congressional Record Vol. 165, No. 4",2019-01-09,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-4/senate-section/article/S103-3
"STATEMENTS ON INTRODUCED BILLS AND JOINT RESOLUTIONS; Congressional Record Vol. 165, No. 4",2019-01-09,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-4/senate-section/article/S103-4
"SUBMITTED RESOLUTIONS; Congressional Record Vol. 165, No. 4",2019-01-09,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-4/senate-section/article/S105-1
"SENATE RESOLUTION 13--TO CONSTITUTE THE MINORITY PARTY'S MEMBERSHIP ON CERTAIN COMMITTEES FOR THE ONE HUNDRED SIXTEENTH CONGRESS, OR UNTIL THEIR SUCCESSORS ARE CHOSEN; Congressional Record Vol. 165, No. 4",2019-01-09,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-4/senate-section/article/S106-1
"PRIVILEGES OF THE FLOOR; Congressional Record Vol. 165, No. 4",2019-01-09,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-4/senate-section/article/S106-2
"MEASURES READ THE FIRST TIME--H.R. 251, H.R. 264, AND H.R. 269; Congressional Record Vol. 165, No. 4",2019-01-09,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-4/senate-section/article/S106-3
"ORDERS FOR THURSDAY, JANUARY 10, 2019; Congressional Record Vol. 165, No. 4",2019-01-09,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-4/senate-section/article/S106-4
"ADJOURNMENT UNTIL 10 A.M. TOMORROW; Congressional Record Vol. 165, No. 4",2019-01-09,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-4/senate-section/article/S107-1
"DEMOCRACY; Congressional Record Vol. 165, No. 4",2019-01-09,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-4/senate-section/article/S107-2
"ADJOURNMENT UNTIL 10 A.M. TOMORROW; Congressional Record Vol. 165, No. 4",2019-01-09,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-4/senate-section/article/S109-1
"NOMINATIONS; Congressional Record Vol. 165, No. 4",2019-01-09,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-4/senate-section/article/S109-2
"Senate; Congressional Record Vol. 165, No. 13",2019-01-22,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-13/senate-section/article/S317-1
"PRAYER; Congressional Record Vol. 165, No. 13",2019-01-22,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-13/senate-section/article/S317-2
"PLEDGE OF ALLEGIANCE; Congressional Record Vol. 165, No. 13",2019-01-22,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-13/senate-section/article/S317-3
"APPOINTMENT OF ACTING PRESIDENT PRO TEMPORE; Congressional Record Vol. 165, No. 13",2019-01-22,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-13/senate-section/article/S317-4
"RECOGNITION OF THE MAJORITY LEADER; Congressional Record Vol. 165, No. 13",2019-01-22,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-13/senate-section/article/S317-5
"MEASURE PLACED ON THE CALENDAR--H.R. 268; Congressional Record Vol. 165, No. 13",2019-01-22,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-13/senate-section/article/S317-6
"GOVERNMENT FUNDING; Congressional Record Vol. 165, No. 13",2019-01-22,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-13/senate-section/article/S317-7
"RESERVATION OF LEADER TIME; Congressional Record Vol. 165, No. 13",2019-01-22,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-13/senate-section/article/S318-1
"STRENGTHENING AMERICA'S SECURITY IN THE MIDDLE EAST ACT OF 2019--MOTION TO PROCEED--Resumed; Congressional Record Vol. 165, No. 13",2019-01-22,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-13/senate-section/article/S318-2
"TANF EXTENSION ACT OF 2019; Congressional Record Vol. 165, No. 13",2019-01-22,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-13/senate-section/article/S319-1
"STRENGTHENING AMERICA'S SECURITY IN THE MIDDLE EAST ACT OF 2019--MOTION TO PROCEED--Continued; Congressional Record Vol. 165, No. 13",2019-01-22,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-13/senate-section/article/S319-2
"STRENGTHENING AMERICA'S SECURITY IN THE MIDDLE EAST ACT OF 2019-- Continued; Congressional Record Vol. 165, No. 13",2019-01-22,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-13/senate-section/article/S319-3
"UNANIMOUS CONSENT AGREEMENT--H.R. 268; Congressional Record Vol. 165, No. 13",2019-01-22,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-13/senate-section/article/S325-1
"SUPPLEMENTAL APPROPRIATIONS ACT, 2019--MOTION TO PROCEED; Congressional Record Vol. 165, No. 13",2019-01-22,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-13/senate-section/article/S325-2
"SUPPLEMENTAL APPROPRIATIONS ACT, 2019; Congressional Record Vol. 165, No. 13",2019-01-22,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-13/senate-section/article/S325-3
"ORDER OF PROCEDURE; Congressional Record Vol. 165, No. 13",2019-01-22,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-13/senate-section/article/S325-4
"STRENGTHENING AMERICA'S SECURITY IN THE MIDDLE EAST ACT OF 2019-- MOTION TO PROCEED--RESUMED; Congressional Record Vol. 165, No. 13",2019-01-22,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-13/senate-section/article/S326-1
"ORDERS FOR WEDNESDAY, JANUARY 23, 2019; Congressional Record Vol. 165, No. 13",2019-01-22,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-13/senate-section/article/S326-2
"ORDER FOR RECESS; Congressional Record Vol. 165, No. 13",2019-01-22,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-13/senate-section/article/S326-3
"MEASURES PLACED ON THE CALENDAR; Congressional Record Vol. 165, No. 13",2019-01-22,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-13/senate-section/article/S326-4
"EXECUTIVE AND OTHER COMMUNICATIONS; Congressional Record Vol. 165, No. 13",2019-01-22,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-13/senate-section/article/S326-5
"PETITIONS AND MEMORIALS; Congressional Record Vol. 165, No. 13",2019-01-22,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-13/senate-section/article/S327-1
"INTRODUCTION OF BILLS AND JOINT RESOLUTIONS; Congressional Record Vol. 165, No. 13",2019-01-22,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-13/senate-section/article/S327-2
"ADDITIONAL COSPONSORS; Congressional Record Vol. 165, No. 13",2019-01-22,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-13/senate-section/article/S327-3
"AMENDMENTS SUBMITTED AND PROPOSED; Congressional Record Vol. 165, No. 13",2019-01-22,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-13/senate-section/article/S327-4
"TEXT OF AMENDMENTS; Congressional Record Vol. 165, No. 13",2019-01-22,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-13/senate-section/article/S327-5
"RECESS UNTIL 11 A.M. TOMORROW; Congressional Record Vol. 165, No. 13",2019-01-22,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-13/senate-section/article/S482-1
"Senate; Congressional Record Vol. 165, No. 14",2019-01-23,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-14/senate-section/article/S483-1
"PRAYER; Congressional Record Vol. 165, No. 14",2019-01-23,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-14/senate-section/article/S483-2
"PLEDGE OF ALLEGIANCE; Congressional Record Vol. 165, No. 14",2019-01-23,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-14/senate-section/article/S483-3
"APPOINTMENT OF ACTING PRESIDENT PRO TEMPORE; Congressional Record Vol. 165, No. 14",2019-01-23,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-14/senate-section/article/S483-4
"RESERVATION OF LEADER TIME; Congressional Record Vol. 165, No. 14",2019-01-23,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-14/senate-section/article/S483-5
"STRENGTHENING AMERICA'S SECURITY IN THE MIDDLE EAST ACT OF 2019--MOTION TO PROCEED--Resumed; Congressional Record Vol. 165, No. 14",2019-01-23,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-14/senate-section/article/S483-6
"ANNIVERSARY OF MARSHALL COUNTY HIGH SCHOOL SHOOTING; Congressional Record Vol. 165, No. 14",2019-01-23,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-14/senate-section/article/S497-1
"ADDITIONAL STATEMENTS; Congressional Record Vol. 165, No. 14",2019-01-23,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-14/senate-section/article/S497-2
"MESSAGES FROM THE PRESIDENT; Congressional Record Vol. 165, No. 14",2019-01-23,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-14/senate-section/article/S497-3
"EXECUTIVE MESSAGES REFERRED; Congressional Record Vol. 165, No. 14",2019-01-23,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-14/senate-section/article/S497-4
"MESSAGES FROM THE HOUSE; Congressional Record Vol. 165, No. 14",2019-01-23,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-14/senate-section/article/S497-5
"MEASURES REFERRED; Congressional Record Vol. 165, No. 14",2019-01-23,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-14/senate-section/article/S498-1
"EXECUTIVE AND OTHER COMMUNICATIONS; Congressional Record Vol. 165, No. 14",2019-01-23,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-14/senate-section/article/S498-2
"ADDITIONAL COSPONSORS; Congressional Record Vol. 165, No. 14",2019-01-23,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-14/senate-section/article/S498-3
"AMENDMENTS SUBMITTED AND PROPOSED; Congressional Record Vol. 165, No. 14",2019-01-23,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-14/senate-section/article/S498-4
"TEXT OF AMENDMENTS; Congressional Record Vol. 165, No. 14",2019-01-23,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-14/senate-section/article/S499-1
"ORDERS FOR THURSDAY, JANUARY 24, 2019; Congressional Record Vol. 165, No. 14",2019-01-23,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-14/senate-section/article/S540-1
"ADJOURNMENT UNTIL 11 A.M. TOMORROW; Congressional Record Vol. 165, No. 14",2019-01-23,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-14/senate-section/article/S540-2
"NOMINATIONS; Congressional Record Vol. 165, No. 14",2019-01-23,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-14/senate-section/article/S540-3
"Senate; Congressional Record Vol. 165, No. 16",2019-01-25,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-16/senate-section/article/S667-1
"PRAYER; Congressional Record Vol. 165, No. 16",2019-01-25,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-16/senate-section/article/S667-2
"PLEDGE OF ALLEGIANCE; Congressional Record Vol. 165, No. 16",2019-01-25,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-16/senate-section/article/S667-3
"STRENGTHENING AMERICA'S SECURITY IN THE MIDDLE EAST ACT OF 2019--MOTION TO PROCEED--Continued; Congressional Record Vol. 165, No. 16",2019-01-25,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-16/senate-section/article/S667-4
"RECESS; Congressional Record Vol. 165, No. 16",2019-01-25,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-16/senate-section/article/S671-1
"STRENGTHENING AMERICA'S SECURITY IN THE MIDDLE EAST ACT OF 2019--MOTION TO PROCEED--Continued; Congressional Record Vol. 165, No. 16",2019-01-25,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-16/senate-section/article/S671-2
"MORNING BUSINESS; Congressional Record Vol. 165, No. 16",2019-01-25,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-16/senate-section/article/S679-1
"REMEMBERING DEIDRE ``DEE DEE'' MENGEDOHT; Congressional Record Vol. 165, No. 16",2019-01-25,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-16/senate-section/article/S679-2
"TRIBUTE TO CHAD SCHULKEN; Congressional Record Vol. 165, No. 16",2019-01-25,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-16/senate-section/article/S679-3
"INTRODUCTION OF BILLS AND JOINT RESOLUTIONS; Congressional Record Vol. 165, No. 16",2019-01-25,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-16/senate-section/article/S679-4
"SUBMISSION OF CONCURRENT AND SENATE RESOLUTIONS; Congressional Record Vol. 165, No. 16",2019-01-25,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-16/senate-section/article/S680-1
"ADDITIONAL COSPONSORS; Congressional Record Vol. 165, No. 16",2019-01-25,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-16/senate-section/article/S680-2
"STATEMENTS ON INTRODUCED BILLS AND JOINT RESOLUTIONS; Congressional Record Vol. 165, No. 16",2019-01-25,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-16/senate-section/article/S681-1
"SUBMITTED RESOLUTIONS; Congressional Record Vol. 165, No. 16",2019-01-25,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-16/senate-section/article/S681-2
"SENATE RESOLUTION 30--CONDEMNING EFFORTS TO UNDERMINE DEMOCRACY IN HUNGARY AND URGING PRESIDENT TRUMP TO DEFEND THE UNIVERSAL HUMAN RIGHTS AND DEMOCRATIC NORMS UNDER ATTACK BY THE ORBAN GOVERNMENT; Congressional Record Vol. 165, No. 16",2019-01-25,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-16/senate-section/article/S681-3
"SENATE RESOLUTION 31--HONORING THE LIFE OF HARRIS L. WOFFORD, JR.; Congressional Record Vol. 165, No. 16",2019-01-25,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-16/senate-section/article/S682-1
"AMENDMENTS SUBMITTED AND PROPOSED; Congressional Record Vol. 165, No. 16",2019-01-25,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-16/senate-section/article/S682-2
"TEXT OF AMENDMENTS; Congressional Record Vol. 165, No. 16",2019-01-25,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-16/senate-section/article/S682-3
"FURTHER ADDITIONAL CONTINUING APPROPRIATIONS ACT, 2019; Congressional Record Vol. 165, No. 16",2019-01-25,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-16/senate-section/article/S683-1
"MAKING FURTHER CONTINUING APPROPRIATIONS FOR THE DEPARTMENT OF HOMELAND SECURITY FOR FISCAL YEAR 2019; Congressional Record Vol. 165, No. 16",2019-01-25,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-16/senate-section/article/S684-1
"HONORING THE LIFE OF HARRIS L. WOFFORD, JR.; Congressional Record Vol. 165, No. 16",2019-01-25,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-16/senate-section/article/S684-2
"SIGNING AUTHORITY; Congressional Record Vol. 165, No. 16",2019-01-25,senate-section,https://www.congress.gov/congressional-record/volume-165/issue-16/senate-section/article/S684-3
